Bairro,Endereco,Quartos,Tipo_Imovel,Preco,Metodo_Venda,Corretor,Data_Venda,Distancia_CBD,CEP,Banheiros,Vagas_Garagem,Area_Terreno,Area_Construida,Ano_Construcao,Area_Administrativa,Latitude,Longitude,Regiao,Contagem_Imoveis,Tipo_Imovel_Numerico,Ano_Venda,Mes_Venda,Area_Construida_Imputada,Area_Terreno_Imputada,Preco_por_m2,Quartos_por_m2,Idade_Imovel,Regiao_Numerica,Preco_Imputado,Preco_Esperado,Media_Regional_Preco_m2,Desvio_Padrao_Regional_Preco_m2,Limite_Inferior_Preco,Limite_Superior_Preco,Subvalorizado,Supervalorizado,Proporcao_Quartos_Banheiros,Categoria_Idade,Categoria_Distancia
Alphington,44 Yarralea St,4,h,1757000.0,S,Jellis,2017-10-21,5.7,3078.0,1.0,2.0,519.0,139.0,1920.0,Darebin City Council,-37.78236,145.03205,Northern Metropolitan,2211.0,0,2017,10,False,False,12640.287769784172,0.0287769784172661,105.0,2,False,1401445.9463755423,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,3.96039603960396,Centenário,Próximo
Kew,6 Carson St,4,h,3300000.0,SP,Jellis,2017-08-26,5.4,3101.0,3.0,2.0,741.0,281.0,1920.0,Boroondara City Council,-37.81031,145.01955,Southern Metropolitan,10331.0,0,2017,8,False,False,11743.772241992883,0.0142348754448398,105.0,5,False,2792866.598977993,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.32890365448505,Centenário,Próximo
Clayton,1 Glenbrook Av,4,h,1445000.0,S,Harcourts,2017-11-25,16.7,3168.0,2.0,2.0,650.0,206.5199545454546,1975.0,Monash City Council,-37.98121,145.14185,South-Eastern Metropolitan,5837.0,0,2017,11,False,False,6996.902566536051,0.0193685884194769,50.0,4,False,1254003.768279272,6697.309990528885,9145.331295210466,-2448.0213046815816,15842.641285739352,False,False,1.9900497512437811,20-50 anos,Distante
Collingwood,104/35 Victoria Pde,1,u,477500.0,S,Biggin,2016-05-22,1.6,3066.0,1.0,1.0,0.0,46.86432380952383,1970.0,Yarra City Council,-37.7414,144.9838,Northern Metropolitan,4553.0,1,2016,5,False,False,10188.98729747514,0.0213381932931416,55.0,2,False,440193.35577178514,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,0.99009900990099,50-100 anos,CBD
Fitzroy North,83 Rowe St,4,h,777666.25,S,Collins,2016-07-30,3.5,3068.0,1.0,2.0,364.0,83.58,1970.0,Moreland City Council,-37.7854,144.99,Northern Metropolitan,6244.0,0,2016,7,False,False,9304.45381670256,0.0478583393156257,55.0,2,True,1320570.3495789294,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,3.96039603960396,50-100 anos,CBD
Camberwell,1 Radnor St,4,h,1556961.7424242424,S,Jellis,2017-03-04,7.8,3124.0,2.0,2.0,649.0,214.0,1918.0,Boroondara City Council,-37.8397,145.0622,Southern Metropolitan,8920.0,0,2017,3,False,False,7275.522160860946,0.0186915887850467,107.0,5,True,2166862.1694330084,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.9900497512437811,Centenário,Próximo
Cheltenham,18 Fairview Av,4,h,1173127.1666666667,S,Buxton,2017-10-14,17.9,3192.0,1.0,2.0,672.0,163.0,1960.0,Bayside City Council,-37.9571,145.06557,Southern Metropolitan,9758.0,0,2017,10,False,False,7197.099182004091,0.0245398773006134,65.0,5,True,1287854.6318712607,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,3.96039603960396,50-100 anos,Distante
Berwick,84 Whistler Dr,4,h,800000.0,PI,Barry,2017-12-09,35.2,3806.0,2.0,2.0,668.0,231.8971428571428,2007.0,Casey City Council,-38.01155,145.33229,Eastern Victoria,17093.0,0,2017,12,False,False,3449.8053324133857,0.0172490266620669,18.0,1,False,821691.5444416193,5042.13829670367,1751.8148413764775,3290.3234553271923,6793.953138080147,False,False,1.9900497512437811,10-20 anos,Afastado
Hawthorn East,8/795 Burwood Rd,2,u,492000.0,S,hockingstuart,2017-09-09,6.2,3123.0,1.0,1.0,0.0,61.99832222222222,1960.0,Boroondara City Council,-37.82449,145.05222,Southern Metropolitan,6482.0,1,2017,9,False,False,7935.69861836763,0.0322589374730391,65.0,5,False,615794.2719698413,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.98019801980198,50-100 anos,Próximo
Oak Park,1/54 Winifred St,3,t,850000.0,SP,Stockdale,2018-03-10,11.2,3046.0,2.0,2.0,177.0,125.27,1970.0,Moreland City Council,-37.7414,144.9838,Northern Metropolitan,2651.0,2,2018,3,False,False,6785.34365769937,0.0239482717330565,55.0,2,False,757361.6327312837,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.492537313432836,50-100 anos,Médio
Montmorency,2/59 Looker Rd,3,h,1490000.0,S,Jellis,2018-02-17,16.2,3094.0,2.0,2.0,669.0,144.9645535714286,1970.0,Banyule City Council,-37.7915,145.138165,Eastern Metropolitan,3891.0,0,2018,2,False,False,10278.374701204664,0.0206947141634993,55.0,0,False,1020873.1052754236,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,1.492537313432836,50-100 anos,Distante
Avondale Heights,7A Downland Sq,4,h,1032000.0,S,Moonee,2017-09-23,9.5,3034.0,2.0,2.0,572.0,235.0,2004.0,Moonee Valley City Council,-37.75861,144.86687,Western Metropolitan,4502.0,0,2017,9,False,False,4391.489361702128,0.0170212765957446,21.0,6,False,1163465.8707312443,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.9900497512437811,20-50 anos,Próximo
Reservoir,1/100 Rathcown Rd,3,t,732500.0,S,HAR,2017-10-28,12.0,3073.0,2.0,2.0,177.0,114.087,1970.0,Darebin City Council,-37.7414,144.9838,Northern Metropolitan,21650.0,2,2017,10,False,False,6420.538711684942,0.0262957216860816,55.0,2,False,685892.5222383932,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.492537313432836,50-100 anos,Médio
Preston,10/397 Murray Rd,2,t,695000.0,SP,McGrath,2017-10-14,8.4,3072.0,1.0,1.0,118.0,79.40238095238095,1970.0,Darebin City Council,-37.7414,144.9838,Northern Metropolitan,14577.0,2,2017,10,False,False,8752.88614351255,0.0251881615640648,55.0,2,False,526698.9384587485,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.98019801980198,50-100 anos,Próximo
North Melbourne,407/64 MacAulay Rd,2,u,490000.0,SP,Alexkarbon,2018-02-17,1.8,3051.0,1.0,1.0,0.0,69.184,1970.0,Melbourne City Council,-37.7414,144.9838,Northern Metropolitan,6821.0,1,2018,2,False,False,7082.562442183164,0.0289084181313598,55.0,2,False,620641.7899687901,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.98019801980198,50-100 anos,CBD
Sunshine,2a Martin St,3,u,635000.0,S,Sweeney,2017-06-03,10.5,3020.0,2.0,1.0,225.0,136.81333333333333,1977.0,Brimbank City Council,-37.780845,144.8733,Western Metropolitan,3755.0,1,2017,6,False,False,4641.360491180197,0.0219276873599064,48.0,6,False,692692.1338539674,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.492537313432836,20-50 anos,Médio
Hampton,18 Kanowna St,4,h,2130000.0,S,hockingstuart,2016-07-30,13.7,3188.0,2.0,2.0,714.0,188.0,1925.0,Bayside City Council,-37.9446,145.0092,Southern Metropolitan,5454.0,0,2016,7,False,False,11329.787234042553,0.0212765957446808,100.0,5,False,1618251.5231018346,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.9900497512437811,50-100 anos,Médio
Coburg,40 Elizabeth St,1,h,1007000.0,SP,Brad,2016-08-28,7.8,3058.0,2.0,0.0,807.0,1.0,1970.0,Darebin City Council,-37.7373,144.9825,Northern Metropolitan,11204.0,0,2016,8,False,False,1007000.0,1.0,55.0,2,False,1014269.2789510284,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,0.4975124378109453,50-100 anos,Próximo
Preston,3/94 Wood St,2,t,520000.0,S,Ray,2016-07-16,8.8,3072.0,1.0,1.0,118.0,85.69333333333333,1970.0,Darebin City Council,-37.7414,144.9838,Northern Metropolitan,14577.0,2,2016,7,False,False,6068.149992220321,0.0233390384316166,55.0,2,False,494823.9244904991,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.98019801980198,50-100 anos,Próximo
Elwood,2/131 Brighton Rd,2,u,507000.0,S,Morleys,2016-12-03,7.7,3184.0,1.0,1.0,0.0,79.0,1970.0,Port Phillip City Council,-37.8752,144.9911,Southern Metropolitan,8989.0,1,2016,12,False,False,6417.721518987341,0.0253164556962025,55.0,5,False,627365.404438671,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.98019801980198,50-100 anos,Próximo
Fitzroy,9/56 Leicester St,2,t,710000.0,S,Jellis,2016-06-27,1.6,3065.0,1.0,1.0,0.0,90.0,2002.0,Yarra City Council,-37.7953,144.9775,Northern Metropolitan,5825.0,2,2016,6,False,False,7888.888888888889,0.0222222222222222,23.0,2,False,697062.7206566985,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.98019801980198,20-50 anos,CBD
MacLeod,19 Hinkler Av,4,h,825000.0,PI,Purplebricks,2017-07-15,12.7,3085.0,2.0,2.0,535.0,152.87809523809523,1970.0,Banyule City Council,-37.7414,144.9838,Northern Metropolitan,4168.0,0,2017,7,False,False,5396.456560471463,0.0261646378689525,55.0,2,False,847155.3406144992,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.9900497512437811,50-100 anos,Médio
Bentleigh East,7 Duckmanton Ct,4,h,1084469.5,W,McGrath,2017-06-03,13.8,3165.0,3.0,2.0,371.0,143.84933333333333,1960.0,Glen Eira City Council,-37.91912,145.05259,Southern Metropolitan,10969.0,0,2017,6,False,False,7538.926144947954,0.0278068720049681,65.0,5,True,1442523.1106436108,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.32890365448505,50-100 anos,Médio
Fitzroy North,4/582 Nicholson St,4,t,1300000.0,VB,Collins,2018-03-17,3.6,3068.0,2.0,2.0,240.0,259.5624,1970.0,Moreland City Council,-37.7414,144.9838,Northern Metropolitan,6244.0,2,2018,3,False,False,5008.429572233882,0.0154105525299504,55.0,2,False,1652738.2051231011,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.9900497512437811,50-100 anos,CBD
Caulfield North,3/22 Kooyong Rd,2,u,700000.0,S,Gary,2017-11-11,7.8,3161.0,1.0,1.0,0.0,75.9860411255411,1960.0,Glen Eira City Council,-37.85852,145.0387,Southern Metropolitan,6923.0,1,2017,11,False,False,9212.218318407824,0.0263206237668794,65.0,5,False,620075.4474669757,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.98019801980198,50-100 anos,Próximo
Thornbury,372 Station St,3,h,885034.7051282052,SP,Love,2017-08-26,7.0,3071.0,1.0,3.0,497.0,121.0,1950.0,Darebin City Council,-37.76155,145.02082,Northern Metropolitan,8870.0,0,2017,8,False,False,7314.336406018225,0.024793388429752,75.0,2,True,1081853.374545205,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,2.9702970297029703,50-100 anos,Próximo
Hampton,16 Smith St,5,h,2600000.0,PI,Hodges,2017-03-18,13.7,3188.0,4.0,2.0,1000.0,324.0,1950.0,Bayside City Council,-37.9332,145.0226,Southern Metropolitan,5454.0,0,2017,3,False,False,8024.691358024691,0.015432098765432,75.0,5,False,2530030.665457357,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.2468827930174564,50-100 anos,Médio
Clifton Hill,55 Dwyer St,3,h,1746000.0,S,Collins,2017-10-07,3.6,3068.0,2.0,0.0,497.0,139.0,1890.0,Yarra City Council,-37.7859,145.00196,Northern Metropolitan,2954.0,0,2017,10,False,False,12561.15107913669,0.0215827338129496,135.0,2,False,1575880.1928610466,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.492537313432836,Centenário,CBD
Prahran,44 Spring St,1,h,860000.0,PI,hockingstuart,2017-04-22,4.5,3181.0,1.0,0.0,108.0,54.0,1905.0,Stonnington City Council,-37.8508,145.0051,Southern Metropolitan,7717.0,0,2017,4,False,False,15925.925925925923,0.0185185185185185,120.0,5,False,864922.6977890295,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,0.99009900990099,Centenário,CBD
St Kilda,6/4 Gurner St,2,u,455000.0,S,Domain,2016-11-07,6.1,3182.0,1.0,1.0,0.0,63.690269841269846,1960.0,Port Phillip City Council,-37.8619,144.9802,Southern Metropolitan,13240.0,1,2016,11,False,False,7143.948379147396,0.0314019708973511,65.0,5,False,615794.2719698413,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.98019801980198,50-100 anos,Próximo
Port Melbourne,2 Swallow St,4,h,1520053.3333333335,S,Marshall,2018-03-03,3.5,3207.0,2.0,2.0,343.0,205.0,2000.0,Melbourne City Council,-37.83962,144.93205,Southern Metropolitan,8648.0,0,2018,3,False,False,7414.89430894309,0.0195121951219512,25.0,5,True,1858096.749826147,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.9900497512437811,20-50 anos,CBD
Croydon,45 Lincoln Rd,2,h,599451.8333333334,PI,Barry,2017-10-07,23.0,3136.0,1.0,2.0,591.0,83.0,1970.0,Maroondah City Council,-37.78525,145.28984,Eastern Metropolitan,11925.0,0,2017,10,False,False,7222.31124497992,0.0240963855421686,55.0,0,True,740175.6176856573,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,1.98019801980198,50-100 anos,Afastado
Avondale Heights,33 Wood St,3,h,845000.0,S,Nelson,2016-07-16,10.5,3034.0,1.0,3.0,704.0,256.21,1977.0,Moonee Valley City Council,-37.7681,144.8592,Western Metropolitan,4502.0,0,2016,7,False,False,3298.075797197612,0.0117091448421216,48.0,6,False,1343167.9915767198,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,2.9702970297029703,20-50 anos,Médio
Caulfield South,24 Remuera St,3,h,1590000.0,S,Gary,2017-10-21,8.7,3162.0,2.0,2.0,499.0,189.0,1935.0,Glen Eira City Council,-37.90116,145.02845,Southern Metropolitan,5051.0,0,2017,10,False,False,8412.698412698413,0.0158730158730158,90.0,5,False,1558018.1248526522,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.492537313432836,50-100 anos,Próximo
Keilor East,3 Pennington St,3,h,941000.0,S,Harcourts,2017-05-13,12.8,3033.0,1.0,1.0,703.0,111.0,1965.0,Brimbank City Council,-37.746,144.8651,Western Metropolitan,5629.0,0,2017,5,False,False,8477.477477477478,0.027027027027027,60.0,6,False,767774.9218267158,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,2.9702970297029703,50-100 anos,Médio
Airport West,2/123 Parer Rd,2,h,572000.0,S,Harcourts,2018-02-24,10.4,3042.0,1.0,1.0,291.5,93.80566666666664,1977.0,Moonee Valley City Council,-37.780845,144.8733,Western Metropolitan,3464.0,0,2018,2,False,False,6097.712647068231,0.0213206735911476,48.0,6,False,751381.6829263922,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.98019801980198,20-50 anos,Médio
Keilor East,47 Roberts St,3,t,785000.0,S,Nelson,2016-10-08,12.8,3033.0,2.0,2.0,610.0,137.512,1977.0,Brimbank City Council,-37.7504,144.8645,Western Metropolitan,5629.0,2,2016,10,False,False,5708.592704636686,0.0218162778521147,48.0,6,False,726200.9461309146,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.492537313432836,20-50 anos,Médio
Brighton,25/568 New St,1,u,437000.0,S,hockingstuart,2017-12-09,10.5,3186.0,1.0,1.0,0.0,38.27666666666667,1960.0,Bayside City Council,-37.85852,145.0387,Southern Metropolitan,10579.0,1,2017,12,False,False,11416.877122703125,0.026125576939824,65.0,5,False,436697.4180607402,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,0.99009900990099,50-100 anos,Médio
Surrey Hills,2/30 Langford St,3,t,1520000.0,S,Harcourts,2017-03-18,11.2,3127.0,2.0,2.0,246.0,149.96,1960.0,Boroondara City Council,-37.85852,145.0387,Southern Metropolitan,5457.0,2,2017,3,False,False,10136.036276340355,0.0200053347559349,65.0,5,False,1153931.2932964182,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.492537313432836,50-100 anos,Médio
Surrey Hills,27 Pembroke St,4,h,1124954.0,S,Jellis,2016-04-16,11.2,3127.0,1.0,1.0,943.0,149.0,1930.0,Boroondara City Council,-37.8304,145.1079,Southern Metropolitan,5457.0,0,2016,4,False,False,7550.026845637584,0.0268456375838926,95.0,5,True,1517926.8980694811,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,3.96039603960396,50-100 anos,Médio
Keilor East,26 Norwood Dr,3,h,705000.0,S,Nelson,2016-05-28,12.8,3033.0,1.0,2.0,616.0,201.0,1970.0,Brimbank City Council,-37.7449,144.8533,Western Metropolitan,5629.0,0,2016,5,False,False,3507.4626865671644,0.0149253731343283,55.0,6,False,773984.4588955601,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,2.9702970297029703,50-100 anos,Médio
Murrumbeena,102/124 Murrumbeena Rd,2,u,505000.0,PI,hockingstuart,2017-11-11,10.1,3163.0,1.0,1.0,0.0,68.365,1960.0,Glen Eira City Council,-37.85852,145.0387,Southern Metropolitan,4442.0,1,2017,11,False,False,7386.820741607548,0.0292547356103269,65.0,5,False,611260.7669173076,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.98019801980198,50-100 anos,Médio
Sandringham,2/70 Victoria St,2,u,750000.0,PI,Buxton,2017-12-09,15.2,3191.0,1.0,1.0,0.0,81.85,1960.0,Bayside City Council,-37.85852,145.0387,Southern Metropolitan,4497.0,1,2017,12,False,False,9163.103237629812,0.0244349419670128,65.0,5,False,625113.6572008734,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.98019801980198,50-100 anos,Distante
Richmond,23a Dickmann St,3,t,975000.0,PI,Jellis,2016-08-22,2.6,3121.0,1.0,1.0,383.0,116.34,1993.0,Yarra City Council,-37.8248,144.9976,Northern Metropolitan,14949.0,2,2016,8,False,False,8380.608561113975,0.0257864878803506,32.0,2,False,1076191.8640022995,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,2.9702970297029703,20-50 anos,CBD
Roxburgh Park,6 Pegasus Ct,4,h,510000.0,S,Raine,2017-09-09,20.6,3064.0,2.0,2.0,535.0,200.0,2000.0,Hume City Council,-37.62488,144.9354,Northern Metropolitan,5833.0,0,2017,9,False,False,2550.0,0.02,25.0,2,False,780089.8489250666,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.9900497512437811,20-50 anos,Afastado
Ivanhoe,19 Robbins St,3,h,1263639.369047619,S,Jellis,2016-08-28,7.9,3079.0,2.0,2.0,571.0,179.0,1929.0,Banyule City Council,-37.7613,145.0423,Eastern Metropolitan,5549.0,0,2016,8,False,False,7059.437815908485,0.0167597765363128,96.0,0,True,1422120.5792531192,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,1.492537313432836,50-100 anos,Próximo
Prahran,19 Chatsworth Rd,3,h,2385000.0,PI,Marshall,2016-11-27,4.5,3181.0,2.0,2.0,217.0,142.64333333333332,1900.0,Stonnington City Council,-37.8523,145.0064,Southern Metropolitan,7717.0,0,2016,11,False,False,16720.02430304022,0.0210314771107424,125.0,5,False,1549831.3831686731,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.492537313432836,Centenário,CBD
Ascot Vale,107A Walter St,3,h,989162.876068376,PI,Hodges,2018-03-03,4.3,3032.0,2.0,2.0,188.0,137.0,1999.0,Moonee Valley City Council,-37.77637,144.9095,Western Metropolitan,6567.0,0,2018,3,False,False,7220.166978601285,0.0218978102189781,26.0,6,True,1011257.0235593024,6857.409535210428,12417.253285735336,-5559.8437505249085,19274.662820945763,False,False,1.492537313432836,20-50 anos,CBD
Reservoir,13 Whitby St,3,h,767000.0,S,hockingstuart,2016-11-19,11.2,3073.0,1.0,2.0,561.0,96.0,1950.0,Darebin City Council,-37.7098,145.0031,Northern Metropolitan,21650.0,0,2016,11,False,False,7989.583333333333,0.03125,75.0,2,False,746699.4113476203,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,2.9702970297029703,50-100 anos,Médio
Balwyn North,1/39 Trentwood Av,2,u,709000.0,S,Jellis,2016-10-08,9.2,3104.0,1.0,1.0,0.0,67.66623809523809,1960.0,Boroondara City Council,-37.85852,145.0387,Southern Metropolitan,7809.0,1,2016,10,False,False,10477.89887479935,0.0295568374465425,65.0,5,False,611260.7669173076,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.98019801980198,50-100 anos,Próximo
Docklands,406/30 Newquay Prm,3,u,795000.0,VB,MICM,2017-10-07,1.4,3008.0,2.0,1.0,176.0,103.12,1960.0,Melbourne City Council,-37.85852,145.0387,Southern Metropolitan,4707.0,1,2017,10,False,False,7709.464701318851,0.0290923196276183,65.0,5,False,1210828.2987392235,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.492537313432836,50-100 anos,CBD
Heidelberg Heights,36 Dresden St,3,h,1071000.0,S,Ray,2017-09-23,8.8,3081.0,1.0,2.0,669.0,134.5828533333333,1970.0,Banyule City Council,-37.75079,145.05518,Eastern Metropolitan,2947.0,0,2017,9,False,False,7957.923119279982,0.0222911011744537,55.0,0,False,997372.0287358888,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,2.9702970297029703,50-100 anos,Próximo
Diamond Creek,16 Currawong Ct,6,h,2136528.333333333,S,Morrison,2017-11-18,21.8,3089.0,3.0,3.0,909.5,355.0,2005.0,Nillumbik Shire Council,-37.6766,145.1419,Northern Victoria,4258.0,0,2017,11,False,False,6018.389671361503,0.0169014084507042,20.0,3,True,1424456.8046704142,4277.778387688248,1772.9087175958578,2504.86967009239,6050.687105284105,False,False,1.993355481727575,10-20 anos,Afastado
Richmond,62 Butler St,2,h,860000.0,PI,Biggin,2017-05-20,2.6,3121.0,1.0,0.0,111.0,73.5269,1970.0,Yarra City Council,-37.8108,144.9955,Northern Metropolitan,14949.0,0,2017,5,False,False,11696.399549008594,0.0272009291837409,55.0,2,False,914222.7698613324,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.98019801980198,50-100 anos,CBD
Richmond,52 Hunter St,2,h,1150000.0,SP,Biggin,2016-11-27,2.6,3121.0,1.0,0.0,156.0,80.0,1900.0,Yarra City Council,-37.8209,145.0052,Northern Metropolitan,14949.0,0,2016,11,False,False,14375.0,0.025,125.0,2,False,958235.0304422538,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.98019801980198,Centenário,CBD
Oakleigh South,17 Vernal Rd,4,h,1175000.0,S,Buxton,2017-11-11,15.5,3167.0,2.0,2.0,584.0,185.0,1975.0,Kingston City Council,-37.9279,145.0849,South-Eastern Metropolitan,3692.0,0,2017,11,False,False,6351.351351351352,0.0216216216216216,50.0,4,False,1141446.660651586,6697.309990528885,9145.331295210466,-2448.0213046815816,15842.641285739352,False,False,1.9900497512437811,20-50 anos,Distante
Bulleen,4 Greenhill Ct,5,h,1336000.0,S,Barry,2017-03-04,11.8,3105.0,3.0,3.0,736.0,222.5793333333333,1970.0,Manningham City Council,-37.7683,145.0881,Eastern Metropolitan,4480.0,0,2017,3,False,False,6002.354216773646,0.0224639005118774,55.0,0,False,1494984.1251958362,7834.352816915639,21031.370340574817,-13197.01752365918,28865.72315749045,False,False,1.6611295681063123,50-100 anos,Médio
Fitzroy North,41 Miller St,3,h,1600000.0,VB,Nelson,2017-06-17,3.6,3068.0,2.0,0.0,251.0,180.0,1970.0,Moreland City Council,-37.77626,144.98035,Northern Metropolitan,6244.0,0,2017,6,False,False,8888.888888888889,0.0166666666666666,55.0,2,False,1474613.859048817,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.492537313432836,50-100 anos,CBD
Port Melbourne,711/101 Bay St,2,u,820000.0,SP,Chisholm,2017-09-03,3.5,3207.0,2.0,2.0,4604.0,95.26,1960.0,Melbourne City Council,-37.84079,144.94002,Southern Metropolitan,8648.0,1,2017,9,False,False,8608.020155364266,0.0209951711106445,65.0,5,False,1069412.5897978817,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,0.9950248756218908,50-100 anos,CBD
Glenroy,19 Tarana Av,3,h,835000.0,S,Nelson,2018-02-24,11.2,3046.0,1.0,2.0,764.0,137.7058095238095,1970.0,Moreland City Council,-37.71189,144.90848,Northern Metropolitan,8870.0,0,2018,2,False,False,6063.651220579967,0.0217855732475926,55.0,2,False,890950.6437760263,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,2.9702970297029703,50-100 anos,Médio
Abbotsford,196 Nicholson St,3,h,955000.0,S,Collins,2016-09-17,2.5,3067.0,1.0,0.0,183.0,123.94,1970.0,Yarra City Council,-37.8022,144.9975,Northern Metropolitan,4019.0,0,2016,9,False,False,7705.341294174601,0.0242052606099725,55.0,2,False,1213455.29147596,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,2.9702970297029703,50-100 anos,CBD
Camberwell,15 Laxdale Rd,5,h,1845151.75,SP,Marshall,2018-03-03,7.7,3124.0,3.0,2.0,697.0,244.27,1960.0,Boroondara City Council,-37.85852,145.0387,Southern Metropolitan,8920.0,0,2018,3,False,False,7553.738690792975,0.0204691529864494,65.0,5,True,2478440.0092379986,15775.346485474063,572473.0403559475,-556697.6938704734,588248.3868414215,False,False,1.6611295681063123,50-100 anos,Próximo
Doreen,159 Orchard Rd,3,h,477000.0,SP,HAR,2018-02-03,25.9,3754.0,2.0,2.0,151.0,134.0,2016.0,Nillumbik Shire Council,-37.61786,145.12631,Northern Victoria,7254.0,0,2018,2,False,False,3559.701492537313,0.0223880597014925,9.0,3,False,571088.6120447101,4277.778387688248,1772.9087175958578,2504.86967009239,6050.687105284105,False,False,1.492537313432836,5-10 anos,Afastado
Craigieburn,5 Scarborough Tce,3,h,465000.0,S,Ray,2017-08-26,20.6,3064.0,1.0,1.0,338.0,111.53,2004.0,Hume City Council,-37.57589,144.9305,Northern Metropolitan,15510.0,0,2017,8,False,False,4169.281807585403,0.0268985923070026,21.0,2,False,617418.6208344232,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,2.9702970297029703,20-50 anos,Afastado
Campbellfield,36 Augusta Av,3,h,500000.0,S,Barry,2016-09-17,14.5,3061.0,2.0,2.0,497.0,175.99333333333337,1970.0,Hume City Council,-37.7414,144.9838,Northern Metropolitan,1889.0,0,2016,9,False,False,2841.016705178226,0.0170461002310693,55.0,2,False,823746.6589301651,8721.041473781299,26130.89449522705,-17409.853021445757,34851.93596900835,False,False,1.492537313432836,50-100 anos,Médio
